num_clients,total_demand,truck_capacity,num_trucks_required,standard_mean_cost,standard_cost_ci_lower,standard_cost_ci_upper,standard_mean_time,standard_mean_trucks,standard_mean_cap_util,standard_raw_costs,standard_raw_times,intensive_mean_cost,intensive_cost_ci_lower,intensive_cost_ci_upper,intensive_mean_time,intensive_mean_trucks,intensive_mean_cap_util,intensive_mean_improvement,intensive_raw_costs,intensive_raw_times,intensive_raw_improvements,vns_mean_cost,vns_cost_ci_lower,vns_cost_ci_upper,vns_mean_time,vns_mean_trucks,vns_mean_cap_util,vns_mean_improvement,vns_raw_costs,vns_raw_times,vns_raw_improvements
20,44,30,2,167.79437332264922,167.79437332264922,167.79437332264922,0.0019390106201171875,2.0,73.33333333333333,"[167.79437332264922, 167.79437332264922, 167.79437332264922, 167.79437332264922, 167.79437332264922]","[0.002001047134399414, 0.0019998550415039062, 0.0014753341674804688, 0.0022127628326416016, 0.002006053924560547]",167.79437332264922,167.79437332264922,167.79437332264922,0.007333564758300781,2.0,73.33333333333333,0.0,"[167.79437332264922, 167.79437332264922, 167.79437332264922, 167.79437332264922, 167.79437332264922]","[0.008005142211914062, 0.006609201431274414, 0.006003618240356445, 0.007001638412475586, 0.009048223495483398]","[0.0, 0.0, 0.0, 0.0, 0.0]",183.4503440993236,183.4503440993236,183.4503440993236,0.0,2.0,73.33333333333333,-9.330450399889,"[183.4503440993236, 183.4503440993236, 183.4503440993236, 183.4503440993236, 183.4503440993236]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-9.330450399889, -9.330450399889, -9.330450399889, -9.330450399889, -9.330450399889]"
50,106,30,4,329.276685539271,329.276685539271,329.276685539271,0.004363632202148438,4.0,88.33333333333333,"[329.276685539271, 329.276685539271, 329.276685539271, 329.276685539271, 329.276685539271]","[0.004315853118896484, 0.005007505416870117, 0.0035088062286376953, 0.004982948303222656, 0.004003047943115234]",329.276685539271,329.276685539271,329.276685539271,0.012199926376342773,4.0,88.33333333333333,0.0,"[329.276685539271, 329.276685539271, 329.276685539271, 329.276685539271, 329.276685539271]","[0.011708259582519531, 0.01299905776977539, 0.010997295379638672, 0.013779401779174805, 0.011515617370605469]","[0.0, 0.0, 0.0, 0.0, 0.0]",418.1994239301947,418.1994239301947,418.1994239301947,0.00019974708557128905,4.0,88.33333333333333,-27.005476638982508,"[418.1994239301947, 418.1994239301947, 418.1994239301947, 418.1994239301947, 418.1994239301947]","[0.0, 0.0, 0.0009987354278564453, 0.0, 0.0]","[-27.005476638982508, -27.005476638982508, -27.005476638982508, -27.005476638982508, -27.005476638982508]"
